poi_id,name,address,lon,lat,raw_keyword,raw_type,source,status,category,classification_reason
P00734,上海海耸电子科技发展有限公司,车墩镇车新公路100号14幢,121.308979,31.020433,电子厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00735,上海富宽电子有限公司,丰硕路100弄50号2层,121.283778,31.363223,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00736,上海欣木电子有限公司,龙高路198号3栋1楼,121.30602,31.120759,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00737,上海集迦电子科技有限公司,金豫路256号,121.617035,31.253541,电子厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00738,镕铭微电子(上海)有限公司,碧波路456号A栋4楼,121.582095,31.204122,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00739,上海猿铁电子有限公司,丰登路358号8幢2至3层,121.298583,31.362985,电子厂,生活服务;生活服务场所;生活服务场所,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00740,上海耐姆克电子厂房出租招商中心,申港路3579弄101室,121.327878,31.02423,电子厂,生活服务;生活服务场所;生活服务场所,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00741,上海奥波电子有限公司,曹农路488号4幢1层3区,121.283037,31.042207,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00742,上海宝尊电子商务有限公司,江场西路510弄市北.数智大厦,121.438206,31.297889,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00743,上海均诺电子有限公司,车墩镇传业路185弄,121.301972,31.009,电子厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00744,上海恒特电子科技有限公司,久远路388号,121.109217,31.195023,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00745,上海蓝佐电子科技有限公司,亭虹路501号,121.336799,30.887787,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00746,上海柏楚电子科技股份有限公司,兰香湖南路1000号,121.449544,31.01252,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00747,上海雷迪埃电子有限公司,汇方路688号,121.179808,31.382877,电子厂,公司企业;公司企业;公司企业,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00748,极配电子商务有限公司,虹梅南路3833号,121.439726,31.078429,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00749,上海艾为电子技术股份有限公司,秀文路908号诺德国际中心B座15F,121.362323,31.123712,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00750,能良电商,,121.377204,31.348936,电子厂,公司企业;公司企业;公司企业,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00751,上海信耀电子有限公司,恒谐路50号,121.19445,31.341999,电子厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00752,联合汽车电子有限公司,浦东金桥开发区榕桥路555号,121.627764,31.268715,电子厂,公司企业;知名企业;知名企业,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00753,进联电子科技(上海)有限公司,马陆镇丰饶路169号,121.305228,31.357376,电子厂,公司企业;公司;机械电子|公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00754,上海金脉电子科技有限公司,康桥路787号振华企业广场10号楼,121.54986,31.14716,电子厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00755,日铭电子厂,亭林镇亭华路289号,121.348442,30.886328,电子厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00756,上海新进芯微电子有限公司,吴泾镇紫星路1600号,121.440497,31.0188,电子厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00757,延锋伟世通汽车电子有限公司,洞泾路延锋伟世通汽车电子有限公司,121.256732,31.026789,电子厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00758,利霸,松江工业区申港路3372号,121.325778,31.026475,电子厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00759,KTG长园电子,南翔镇嘉好路1690号,121.262145,31.302356,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00760,上海长园电子材料有限公司,南翔镇翔黄公路366号,121.298912,31.284927,电子厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00761,中颖电子股份有限公司(金钟路),临空经济园区金钟路767弄3号,121.355877,31.219714,电子厂,公司企业;公司;机械电子,amap,kept,industrial_space,命中产业/园区关键词「园区」
P00762,上海科勒电子科技有限公司,丰翔路1955号,121.339392,31.306844,电子厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00763,上海芝浦电子有限公司(昌徐路),昌徐路88号,121.258923,31.411654,电子厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00764,上海伟世通汽车电子系统有限公司,康桥镇康桥东路1268号,121.632403,31.156888,电子厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「电子厂」
P00765,上海业丰印务有限公司,香花桥街道胜利路1588号,121.10495,31.182024,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00766,上海迪丽印务有限公司,向阳河路与水厂路交叉口东北120米,121.137086,31.184865,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00767,上海佳通印务有限公司,嘉行公路1389号3栋,121.252864,31.422676,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00768,上海启扬新程印刷科技有限公司,北青公路7889号4号楼2层,121.165895,31.185424,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00769,上海英联商标印刷有限公司,崧煌路与崧复路交叉口西200米,121.164325,31.163375,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00770,上海秋池彩印刷有限公司,崧海路188号西门2幢408,121.16741,31.152927,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00771,华业印刷厂,前曹公路与斜家浜路交叉口西280米,121.301081,31.450492,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00772,上海良人基业印刷有限公司,光华路188号,121.142915,31.014986,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00773,上海誉龙包装印刷有限公司,鼎盛路855号3号楼,121.152725,31.019525,印刷厂,公司企业;公司企业;公司企业,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00774,木头人传媒,月罗路559号N-165室,121.219418,31.187747,印刷厂,科教文化服务;传媒机构;传媒机构,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00775,上海南山印刷有限公司,新川沙路1015号10栋,121.328394,31.466837,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00776,上海立宇晟印刷有限公司分公司,丰登路271号,121.300226,31.362245,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00777,上海沪上同城商务印刷工厂,潘川路1988号3栋院内,121.337703,31.458638,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00778,上海兴隆印务有限公司,丰年路与励学路交叉口西180米,121.302325,31.360375,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00779,上海市嘉定区惠申路350号印刷厂,惠申路与嘉好路交叉口东南140米,121.285275,31.308225,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00780,普顺印刷包装有限公司,长建路与金石路交叉口北280米,121.346825,31.461425,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00781,上海盈涔印刷有限公司,潘泾路与金石路交叉口西北260米,121.347502,31.461755,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00782,上海三勇印务有限公司,长建路198号9号厂房,121.34751,31.461718,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00783,上海佳寓印刷科技有限公司,南翔镇嘉美路315号,121.290205,31.305762,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00784,上海年胜印务有限公司,马陆敬学路199-3号,121.306792,31.334601,印刷厂,公司企业;公司企业;公司企业,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00785,上海诗冠印刷有限公司,泖港镇黄桥工业园1幢,121.168308,30.938093,印刷厂,公司企业;公司;公司,amap,kept,industrial_space,命中产业/园区关键词「工业园」
P00786,上海罗相包装材料有限公司,罗店镇联杨路2685号走到底,121.343687,31.373249,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00787,上海双宁印刷有限公司,科茂路320号-3,121.327725,31.328175,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00788,上海笠恒包装印刷技术有限公司,松江捷辰路68号,121.199725,30.974075,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00789,上海依彤印刷科技有限公司,上海慕思家居用品有限公司东南门旁,121.328225,31.315325,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00790,上海汉宇数码喷画工作室,曹安公路3080号(乐秀路地铁站2号口步行480米),121.310948,31.267812,印刷厂,生活服务;生活服务场所;生活服务场所,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00791,上海大诚印刷有限公司,南翔镇昌翔路555号奇兴科创园4号楼,121.330925,31.314925,印刷厂,公司企业;公司;公司|生活服务;摄影冲印店;摄影冲印,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00792,上海懿杰印务有限公司,昌翔路109号,121.333792,31.308159,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00793,上海铭志印刷技术有限公司,德力西路124号,121.337957,31.312453,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00794,上海漫哆哆印刷科技有限公司,纬五路18号4幢,121.341866,31.315986,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00795,上海达驰印刷有限公司,城市工业园区园泰北路695号,121.340296,31.308929,印刷厂,公司企业;公司;公司,amap,kept,industrial_space,命中产业/园区关键词「工业园」
P00796,上海思达印刷有限公司,陈翔公路与园康路交叉口西北160米,121.346855,31.318239,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00797,上海天和包装印刷有限公司,园光路398号,121.339713,31.296497,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00798,上海东宁丝网印刷有限公司,园光路398号二栋东四楼401,121.340475,31.296525,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00799,寅彩包装印刷供应链服务商,园光路189号1号楼2楼包装印刷礼盒卡盒印刷厂包装礼盒数码快印包装盒定制纸质包装盒高端礼品盒卡盒彩盒折叠盒精品礼盒,121.342964,31.2989,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00800,沪苏无忧包装印刷有限公司,城银路518号2号楼3楼,121.349742,31.312535,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00801,来印吧印刷科技(上海)有限公司,真陈路1018号1幢1层,121.350257,31.31168,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00802,上海越鸿印刷科技有限公司,业绩路800号2号楼2楼,121.355825,31.314775,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00803,上海新雅印刷有限公司,九亭镇九泾路701号,121.291789,31.140192,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00804,上海彩旭印务有限公司,九泾公路与涞坊路交叉口东南160米,121.292425,31.139975,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00805,上海玖虹印刷科技有限公司,业绩路568号,121.355642,31.311253,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00806,上海必好印刷制品有限公司,业绩路568号,121.355933,31.311109,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00807,上海文静包装印刷有限公司,新格路399号,121.280525,31.050875,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00808,上海朗赫印刷包装有限公司,顾村镇佳龙路319号,121.387561,31.341089,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00809,上海竣伟印刷包装有限公司,易富路与龙高路交叉口西120米,121.304275,31.109525,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00810,上海莘星印务有限公司,盛富路680号E栋,121.30575,31.102809,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00811,上海市印刷七厂有限公司(绥德路)停车场,桃浦镇绥德路118弄57号上海市工商印刷厂,121.366425,31.267325,印刷厂,交通设施服务;停车场;公共停车场,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00812,上海效睿印刷科技有限公司,湄星路1955号,121.409031,31.376811,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00813,上海界才包装印刷有限公司,湄星路1955号8号门,121.409208,31.376536,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00814,上海苎慧印刷科技有限公司,湄星路1955号3幢1号厂房,121.409735,31.375933,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00815,上海拓泰印刷有限公司,曹农路5弄13号3楼,121.288215,31.034099,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00816,杰龙包装印刷(上海)有限公司,宝安公路655弄223号3号楼210室,121.413053,31.371061,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00817,上海锐质印刷科技有限公司,宝安公路655弄223号,121.413157,31.37102,印刷厂,公司企业;公司企业;公司企业,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00818,上海文静印刷包装有限公司,民益路与新庙三公路交叉口东南240米,121.293875,31.043475,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00819,上海越想印刷科技有限公司,绥德路二弄二十号楼,121.383991,31.265358,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00820,上海客莱印印刷包装有限公司,真光路与云岭西路交叉口北40米,121.371414,31.22832,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00821,上海中正印刷有限公司,茸江路68号2幢,121.294825,31.018775,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00822,欣薇印务有限公司,万里街道真北路3199弄星云经济区15号楼西202室,121.394312,31.273856,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00823,上海浩煜印刷有限公司,车墩镇新车公路418弄3栋,121.308769,31.02973,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00824,嘉琰印刷技术(上海)有限公司,联营路700号,121.311744,31.026337,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00825,上海柯华印刷有限公司,车墩镇泖亭路201号二栋,121.300575,30.995425,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00826,印网通印刷,闵申路388号,121.324244,31.049627,印刷厂,公司企业;公司企业;公司企业,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00827,上海朗派松山印刷有限公司,闵申路345弄19幢,121.324479,31.049547,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00828,上海炫通印刷有限公司,闵申路与书海路交叉口东南80米,121.324475,31.049525,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00829,上海得贤印刷科技有限公司,闵申路345号18栋-19栋,121.324493,31.049396,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00830,上海犇斗印刷科技有限公司,闵申路345号17幢,121.324325,31.048625,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00831,上海喆拓印刷科技有限公司,闵申路345号16栋,121.324475,31.048375,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00832,上海金顿印务有限公司,瓶北路与瓶安路交叉口东200米,121.402425,31.052825,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00833,盛通印刷,金山工业区月工路与金水路交接处,121.324785,30.801275,印刷厂,公司企业;公司企业;公司企业,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00834,上海三煜印刷科技有限公司,虹梅南路3509弄298号A4栋,121.431826,31.082287,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00835,鑫之虎印务(上海)有限公司,虹梅南路3509弄298号A4栋,121.432046,31.082301,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00836,上海永发印务有限公司,大连路970号9号楼海上海·弘基休闲广场9号楼,121.507225,31.265925,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00837,上海定胜包装印刷有限公司(振工路),庄行镇振工路158号,121.378025,30.901475,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00838,上海翊新印务科技有限公司,景东路与金都路交叉口西南160米,121.450475,31.093925,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00839,上海奇馨印务有限公司,景东路5025号,121.450625,31.093775,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00840,上海震博印务科技有限公司,澄江路1006弄3号,121.447914,31.083277,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00841,上海大森印务有限公司,西渡街道沿浦西路88号,121.424052,30.990555,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00842,上海四联印刷厂有限公司,奉金路166-1-1,121.452188,30.977512,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00843,上海烟草包装印刷有限公司,张杨北路3939号,121.587301,31.324267,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00844,上海敏迪印务有限公司,万宾路235号6栋,121.502417,30.906325,印刷厂,公司企业;公司企业;公司企业,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00845,上海画中画包装印刷有限公司,青村镇施威路333号,121.557775,30.926675,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00846,上海欣顶印刷科技有限公司,上塑路1768弄69号1栋,121.560019,30.91878,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00847,上海芬恩印刷包装有限公司,杨家港路与界龙大道交叉口东北120米,121.683175,31.178225,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00848,上海庆鑫纸业装潢印刷厂,前裕公路199号,121.843857,31.535762,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00849,上海粲林包装制品有限公司研发中心,金地威新金山智造园附近,121.339872,30.888113,印刷厂,科教文化服务;科研机构;科研机构,amap,kept,urban_production,命中城市型生产关键词「研发中心」
P00850,上海晨晖印刷包装有限公司,浦卫公路4016号8号楼,121.413374,30.915468,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00851,上海晨鑫印印刷包装有限公司,顾村镇湄星路1955号,121.409133,31.376742,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00852,上海樱美印刷科技有限公司,奉金路558号C栋,121.445155,30.974708,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00853,上海羽凡印务有限公司(礼盒加工厂),思诚路1388号,121.30887,31.337156,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00854,固融印刷(上海)有限公司,曹农路5弄31号,121.28726,31.0357,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00855,上海立宇晟印刷有限公司,丰年路251号A幢,121.298614,31.357876,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00856,上海锦良印刷厂,奉金路558弄D栋,121.445199,30.974805,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00857,上海苏江包装印刷有限公司,霜竹公路4490号,121.182618,31.446343,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00858,上海晶美印务有限公司,港航路与诚泰路交叉口东北80米,121.602215,30.978085,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00859,上海景条印刷有限公司,奉城镇奉国路398号,121.626525,30.906975,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00860,上海易诚杰信印刷科技有限公司,柳园路588号5幢116室,121.341489,31.295949,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00861,上海大总印刷器材有限公司,华加路99号联东U谷-松江国际智能产业园40号楼,121.277692,31.015035,印刷厂,公司企业;公司;公司,amap,kept,industrial_space,命中产业/园区关键词「产业园」
P00862,印尚(上海)包装印刷有限公司,新桥镇新庙三路1028号5幢,121.287371,31.059704,印刷厂,公司企业;公司企业;公司企业,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00863,大立印刷有限公司,园国路1185号4幢1楼,121.183738,31.326894,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00864,上海驰梦包装印刷有限公司,西厍路268号,121.132639,30.937188,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00865,上海盎博印刷技术有限公司,申港路2855号6号楼,121.329407,31.034779,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00866,上海富中印务有限公司,园西路318号9号楼,121.707937,31.031605,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00867,邦达数码印刷工厂,城银路518号2号楼,121.349788,31.312483,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00868,上海艳彩印刷科技有限公司,纬五路188号,121.333835,31.311163,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00869,上海华哲印务有限公司,思贤路3655号A19栋,121.162083,31.020822,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00870,上海慧婧印务有限公司,四团镇港文路599号一幢三层,121.751307,30.912301,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00871,上海阅彩印刷有限公司,小昆山镇港德路489号企福智能科技产业园14栋楼上,121.138167,31.017165,印刷厂,公司企业;公司;公司,amap,kept,industrial_space,命中产业/园区关键词「产业园」
P00872,上海麦点印刷有限公司,盘阳路158弄3号,121.280949,31.213268,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00873,上海浦东自立彩印厂有限公司,宣桥镇园中路906号,121.724375,31.016675,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00874,上海欧阳印刷厂有限公司,杨行镇铁峰路477号14号厂房,121.47067,31.372536,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00875,上海陆通印刷有限公司,三达路537弄101号,121.517875,31.072375,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00876,墨之印(上海)印刷有限公司,联营路615号A区37栋,121.309011,31.024832,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00877,上海至亲印刷科技有限公司,车墩镇李高路495号9幢1楼,121.315025,31.022675,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00878,上海淳麟印务有限公司,柘林镇平林路585号,121.485641,30.877957,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00879,上海润坤印刷品有限公司,大康路241号,121.427177,31.316838,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00880,上海隆徕印务有限公司,立跃路519号,121.557799,31.106354,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00881,八吉半(上海)数码印刷有限公司,陈翔公路与利翔路交叉口西80米,121.334802,31.316484,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00882,上海鸿威印刷有限公司,博园路858号梁杭优智谷2幢458室,121.287398,31.254506,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00883,上海峰之尚印务有限公司,真陈路1018号3号楼,121.350035,31.311938,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00884,上海桐宇包装彩印有限公司,外冈镇工业东园区汇宝路638号,121.163273,31.385394,印刷厂,公司企业;公司企业;公司企业,amap,kept,industrial_space,命中产业/园区关键词「园区」
P00885,上海乐印美印务有限公司,景联路189号10号楼3楼,121.451347,31.100656,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00886,上海鑫淼印务有限公司,绥德路2弄23号,121.384982,31.264582,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00887,上海市崇明区裕安印刷厂,陈家镇裕安村740号1幢,121.832175,31.530807,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00888,上海南汇横沔叠中彩印厂,石沿路与箭桥路交叉口西120米,121.612426,31.126571,印刷厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
P00889,上海东三印刷有限公司,民冬路641号,121.652507,31.284849,印刷厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷厂」
